Cluster,Instruction,ACTION,QUANTITY,UNIT,INGREDIENT,TOOL,TEMPERATURE,STATE,GARNISH
1,"Insert a swizzle stick or bar spoon and twist back and forth, swizzling to stir the drink to mix and incorporate from the bottom of the glass",stir | mix | incorporate,,bar spoon,,bar spoon | swizzle stick | glass,,,
0,Add large ice cubes and stir until partially diluted,add | stir,,cubes,ice,,,,
1,"Shake well, and strain into a highball glass filled with ice cubes",shake | strain,,cubes,ice,highball glass,,,
0,"In a rocks glass, stir the mezcal, orgeat and bitters together with a large ice cube",stir,,cube,mezcal | ice | orgeat,rocks glass,,,
0,Gently swirl the ingredients in the glass to combine,combine | swirl,,,,glass,,,
5,"Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor",place | cool,2,,vodka,,,,
1,Garnish with a paper straw and maraschino cherry,,,,,,,,maraschino cherry
3,Combine plain gelatin with hot water and stir to dissolve,stir | combine | dissolve,,,water,,hot,,
1,"Pour unstrained into a short glass, adding more crushed ice to fill if needed",pour | fill,,,ice,glass,,crushed | strained,
3,Cook ingredients sous vide for 90 minutes at 56°C,,90 | 56,minutes,,,,,
4,Stir the mixture well to ensure all ingredients are thoroughly combined,stir,,,,,,,
1,"Place the jar in a cool, dry place and allow the gin to infuse for a minimum of 8 hours, agitating it occasionally",place | infuse | cool,8,hours,gin,jar,,,
0,Stir well for 5 seconds using bar spoon,stir,5,seconds | bar spoon,,bar spoon,,,
2,Add cracked ice to the blender and blend on medium speed for 15 seconds until smooth,add | blend,15,seconds,ice,blender,,,
5,Carefully pour in the syrup to strain out the solids,pour | strain,,,syrup,,,,
4,Drop in oreo cookies and thin mints and blend,blend | drop,,drop,,,,,
4,"In a shaker filled with ice, combine all the ingredients",combine,,,ice,shaker,,,
1,"Rub lime wedge around the rim of the Mason jar, then dip into salt",rim | rub | dip,,,salt,mason jar,,,lime wedge
4,Divide among serving glasses,divide,,serving,,glasses,,,
5,Blend the mixture again until it comes to a fluffy texture,blend,,,,,,,
2,"In an ice-filled highball glass, pour 1.5 oz blackberry brandy and 0.5 oz sherry",pour,1.5 | 0.5,oz,brandy | sherry | ice,highball glass,,,blackberry
0,"In an ice filled glass, combine hazelnut liqueur, chocolate liqueur, half and half and a scoop of peanut butter",combine,,scoop,chocolate liqueur | hazelnut liqueur | half and half | peanut | butter | ice,glass,,,
2,Garnish with two halves of a cherry on top and serve immediately,serve | top,,,,,,,cherry
3,Add strawberry slices to bottom of glass and add strawberry liqueur,add,,slices,,glass,,,strawberry
1,"Add ice, white rum and blue curaçao and shake well to mix",add | shake | mix,,,white rum | ice,,,,
1,Shake well and strain the mixture into an ice-filled highball glass,shake | strain,,,ice,highball glass,,,
0,"Shake until chilled then double-strain into a chilled glass, add the Sidra and fill glass with ice",add | shake | strain | fill,,,ice,glass,chilled,,
1,"Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender",add,,pieces,ice cream | chocolate | milk,blender,,crushed,
1,Serve immediately and enjoy your Caribbean Chat Cocktail!,serve,,,,,,,
0,"Pour into the hurricane glass that already contains the Strawberry Daiquiri, creating a layered effect",pour,,,,hurricane glass,,,strawberry
4,"When ready to serve, pour into a rocks glass over ice and top with cold ginger ale",pour | serve | top,,,ginger ale | ice,rocks glass,cold,,
1,"Combine grenadine, orange juice, and gelatin packet in a pot",combine,,,orange juice | grenadine,pot,,,
5,Add or subtract ice to achieve your desired thickness,add,,,ice,,,,
3,"Garnish with a twist of lemon to add a fresh, citrusy aroma",add,,,lemon,,,,
0,"Add heavy cream with one large and one small ice cube, and shake until ice is dissolved",add | shake,,cube,heavy cream | ice,,,dissolved,
5,Garnish with lime wheel and umbrella,,,wheel,,,,,lime wheel
3,Followed by orange vodka,,,,vodka | orange,,,,
3,Top with Crushed Ice,top,,,ice,,,crushed,
1,Garnish with the pickled pearl onion,,,,pickled,,,,pearl onion
0,Pour the mix into a tightly sealed container and refrigerate overnight,pour | mix | refrigerate,,,,container,,,
1,"Pour peach vodka, coconut rum and pineapple juice into martini shaker with ice",pour,,,pineapple juice | coconut rum | peach vodka | ice,shaker,,,
1,Top off the glass with sours,top | top off,,,,glass,,,
4,Slowly add 4 oz of chilled champagne to the glass,add,4,oz,champagne,glass,chilled,,
5,"In a mixing glass filled with cracked ice, combine 1 1/2 shots of gin, 1/4 shot of orange liqueur, 1/4 shot of bitters, and 3/4 shot of lemon juice",combine,1 1/2 | 1/4 | 3/4,shot,orange liqueur | lemon juice | gin | ice,glass,hot,,
3,Dry shake the vodka with grapefruit and layer on top of the cranberry,shake | top | layer | dry shake,,,vodka | grapefruit | cranberry,,,,
0,Garnish with a flower,,,,,,,,flower
3,Zest and juice the oranges,,,,,,,,
1,Add all liquid ingredients to a cocktail shaker,add,,,,shaker,,,
0,Combine ingredients in a rocks glass over ice and stir,stir | combine,,,ice,rocks glass,,,
0,Shake with plenty of ice and double strain into cocktail coup,shake | strain | double strain,,,ice,,,,
4,Serve in a chilled glass with an orange slice,serve,,slice,orange,glass,chilled,,
2,Serve immediately and enjoy your Calm Monkey!,serve,,,,,,,
1,Garnish with a pineapple leaf,,,,pineapple,,,,
1,Add all ingredients to a Mixing Glass filled with Ice,add,,,ice,glass,,,
5,Fill 80% of the glass with gin,fill,80,,gin,glass,,,
3,"Add the citrus vodka and ice, and shake vigorously",add | shake,,,citrus vodka | ice,,,,
2,"Strain, and store in fridge",strain,,,,,,,
0,"Add ice, gin and lemon juice",add,,,lemon juice | gin | ice,,,,
2,Serve immediately and enjoy your creamy and tropical Bananarama Cocktail,serve,,,,,,,
5,Garnish with a light sprinkle of 0.25 tsp of cinnamon sugar on top,top | light,0.25,tsp,,,,,cinnamon sugar
2,"Serve immediately and enjoy the light, fruity refreshment",serve | light,,,,,,,
1,"Also, freeze 4 martini glasses.In a blender combine the frozen watermelon cubes, simple syrup, lemon juice, vodka, and melon liqueur; blend until smooth",blend | combine | freeze,4,cubes,melon liqueur | simple syrup | lemon juice | vodka | watermelon,glasses | blender,,frozen,
5,Serve immediately and enjoy the refined and complex flavors of the Bombay Cocktail,serve,,,,,,,
3,Add mix to container and close tightly,add | mix,,,,container,,,
3,"Top with more ice, garnish with a mint sprig",top,,,ice,,,,mint sprig
0,Garnish with a sprinkle of cocoa powder or a slice of peach for an extra touch of elegance,,,slice,peach | cocoa,,,,
5,Top the schnapps with 12 oz of cola,top,12,oz,cola,,,,
1,Use a spoon to carefully layer the ingredients if desired,layer | carefully layer,,,,spoon,,,
2,"Garnish with a orange wedge, squeezing in the juice, and the cloves, cinnamon stick, and star anise",,,cloves,cloves,,,,cinnamon stick | star anise | orange wedge
2,Add 1 tsp wormwood extract to 1 oz  licorice liqueur,add,1,oz | tsp,licorice liqueur,,,,
5,Top with club soda and stir gently to combine,stir | combine | top,,,club soda,,,,
3,Twist the orange peel over the drink and tuck it in the side along with a spring of thyme,,,,,,,,orange peel | thyme
4,"Pour Armagnac , Grand Marnier, orange juice and simple syrup into a mixing glass with ice",pour,,,grand marnier | orange juice | simple syrup | armagnac | ice,glass,,,
5,Then pour in  ¼ cup of the strawberry puree,pour,¼,cup,puree,cup,,,strawberry
1,"To make Tahitian Vanilla Syrup: In a medium bowl, combine 500 grams  simple syrup, 4 grams  Tahitian vanilla extract, 2 grams  lactic acid, and 1 pinch kosher salt",combine,500 | 4 | 2 | 1,pinch | grams,vanilla extract | vanilla syrup | simple syrup | kosher salt,bowl,,,
3,"Pour over rum, triple sec, lemon juice, orange juice and raspberry puree",pour,,,orange juice | lemon juice | rum | puree | triple | sec,,,,raspberry
1,"Fill the glasses with club soda, stir, and garnish with remaining lime wedges",stir | fill,,,club soda | lime,glasses,,,
5,"Pour in 1 oz vodka , 1 oz coffee liqueur, and 1 oz chocolate liqueur",pour,1,oz,chocolate liqueur | coffee liqueur | vodka,,,,
0,"In a shaker with ice, combine strawberry rum, blueberry vodka, sweet & sour mix, and blue curaçao",mix | combine,,,vodka | rum | ice,shaker,,,strawberry | blueberry
2,Shake the mixture vigorously until well chilled and smooth,shake,,,,,chilled | well chilled,,
3,"In a cocktail shaker half-filled with ice cubes, pour 2 oz Ojen anise liqueur, 1 dash orange bitters, 1 tsp sugar, and 0.5 oz water",pour,2 | 1 | 0.5,oz | tsp | dash | cubes,orange bitters | anise | sugar | ice | water,shaker,,,
5,Pour the rum into a glass,pour,,,rum,glass,,,
3,Add all ingredients to cocktail shaker without ice,add,,,ice,shaker,,,
5,Pour 6 ounces of Dr,pour,6,ounces,,,,,
1,Add a pinch of salt to taste and stir again,add | stir | taste,,pinch,salt,,,,
1,At least the juice shold have room temperature,,,,,,room temperature | room temp,,
4,"In a mixing glass, combine 2 oz dry white wine, 2/3 oz orange liqueur, and the juice of 1 lemon",combine,2 | 2/3 | 1,oz,orange liqueur | white wine | lemon,glass,,,
1,"Fill a highball glass with ice.Pour in cola, coffee liqueur, and vodka in the order listed; add milk and stir briefly",add | pour | stir | fill,,,coffee liqueur | vodka | cola | milk | ice,highball glass,,,
1,Strain into a cocktail glass and serve straight up,strain | serve,,,,cocktail glass,,,
5,Fill the rest of the glass with ice to chill the drink,fill | rest,,,ice,glass,,,
5,Top off the glass with 9-10 oz of cranberry juice,top | top off,9 | 10,oz,cranberry juice,glass,,,
3,Add cream if you like,add,,,cream,,,,
1,"Muddle the mint, lemon wedge, blood orange wedge and lime wedge together in a shaker tin with the oleo saccharum, and sherry",muddle,,,sherry,shaker,,,lemon wedge | lime wedge | orange wedge
3,Pour orange liqueur in a shallow bowl; put sugar in a saucer,pour,,,orange liqueur | sugar,bowl,,,
1,Strain into shot glass,strain,,shot,,shot glass,hot,,
5,Top with sparkling lemonade,top,,,lemonade,,,,
1,"In large pitcher, combine Orange Liqueur, white grape juice, honey and sugar",combine,,,orange liqueur | sugar | honey,pitcher,,,
0,Pour into fluted glasses and top each with 1 to 2 dashes of the aromatic bitters to serve,pour | serve | top,1 | 2,dashes,,glasses,,,
0,Drop in cinnamon sticks,drop,,drop,cinnamon,,,,
3,Top with ginger Beer and garnish with a lemon wheel and an orange moon,top,,wheel,ginger beer | orange,,,,lemon wheel
1,"Shake well, strain into an old-fashioned glass almost filled with ice cubes, and serve",shake | strain | serve,,cubes,ice,glass,,,
2,"Cut apples in half, down the stem",cut,,,,,,,
0,"Follow with blue curaçao syrup, pouring slowly",,,,syrup,,,,
0,"In a large shaker tin, muddle the basil, lemon and cordial",muddle,,,lemon | cordial,shaker,,,basil
0,Add peach slices or a fresh mint sprig to the glass if youd like,add,,slices,peach,glass,,,mint sprig
0,"Add ice, shake, then strain into an ice-filled glass",add | shake | strain,,,ice,glass,,,
0,Muddle the lemon wedges in a cocktail shaker,muddle,,,lemon,shaker,,,
1,"Will keep, bottled and refrigerated, for up to one week",,,,,,,refrigerated,
1,Squeeze the lemon skin into the flute to release the oils,squeeze,,,lemon,,,,
3,Lay a lime wheel on top of the drink,top,,wheel,,,,,lime wheel
1,"In a medium bowl, whisk together the flour, baking soda, baking powder, cinnamon, ginger and nutmeg",whisk,,,ginger | cinnamon,whisk | bowl,,,nutmeg
5,"Serve immediately and enjoy the creamy, elegant flavors",serve,,,,,,,
1,Drop in some lime slices as garnish,drop,,drop | slices,lime,,,,
3,Shake well until combine and foamy,shake | combine,,,,,,,
3,"It’s your life, man",,,,,,,,
4,"Serve immediately and enjoy the sweet, fruity flavors of your Cherry Lover Cocktail!",serve,,,,,,,cherry
2,"In a warm mug, pour the crème de cacao and Irish cream",pour,,,irish cream,mug,warm,,
3,"In a large container, combine the red wine, sugar, and brandy",combine,,,red wine | brandy | sugar,container,,,
1,"The texture should be creamy and consistent, without any large chunks of ice or mango",,,chunks,mango | ice,,,,
1,"Garnish with blueberries plopped into the glass, if you’d like",,,,,glass,,,
1,Rim punch glasses with rose salt before serving,rim,,serving,salt,glasses,,,
0,Fine strain into a glass over fresh ice,strain | fine strain,,,ice,glass,,,
1,Combine the first three ingredients in a mixing glass and stir,stir | combine,,,,glass,,,
1,"Using a lime juicer, squeeze the juice of two whole limes into a highball glass filled with ice",squeeze,,,lime | ice,highball glass | juicer,,,
0,Rim the cantarito cup with Tajín seasoning,rim,,cup,,cup,,,
3,Pour in 8-16 oz of raspberry juice,pour,8 | 16,oz,,,,,raspberry
3,Build all ingredients in a highball glass filled with ice,build,,,ice,highball glass,,,
5,"Once you like the flavor, strain out the spices and fruit using a fine mesh strainer or cheesecloth, squeezing or pressing out any excess liqueur",strain,,,,strainer,,,
1,"Peel a long, thin strip of lemon – as long as you can get it! Coil it up by twisting it around your finger, and then drop it into the glass, with the end peeking over the lip of the glass",drop,,drop | strip,lemon,glass,,,peel
4,Garnish the cocktail with an apple fan,,,,apple,,,,
2,Combine ingredients in a mixing glass and stir,stir | combine,,,,glass,,,
1,Strain into chilled glass and garnish with an orange wheel and cherry,strain,,wheel,,glass,chilled,,orange wheel | cherry
0,Add 5 blackberries and lime juice into mixing glass,add,5,,lime juice,glass,,,
1,"If desired, garnish with an orange slice and cocktail cherry",,,slice,orange,,,,cherry
3,"Add all ingredients to a blender, along with a cupful of ice per serving",add,,serving,ice,blender,,,
3,Strain into an Old Fashioned glass,strain,,,,old fashioned glass,,,
4,"If you’re in the mood for a frozen version, toss it in a blender with some crushed ice and blend until smooth",blend,,,ice,blender,,frozen | crushed,
3,Add ice cubes to shaker,add,,cubes,ice,shaker,,,
4,Top with Premium Tonic Water,top,,,tonic water,,,,
2,Pour equal parts raspberry vodka and coffee liqueur into a glass over ice cubes,pour,,parts | cubes,coffee liqueur | vodka | ice,glass,,,raspberry
3,Pour Jack Daniels and apple juice into measuring cup and stir to combine,pour | stir | combine,,cup,apple juice,measuring cup,,,
5,"In a cocktail shaker, pour 4 oz almond liqueur and 4 oz brandy",pour,4,oz,almond liqueur | brandy,shaker,,,
1,Lightly dip the moistened rim of each glass into cinnamon and sugar mixture.Fill a cocktail shaker with fresh ice,rim | fill | dip,,,sugar | cinnamon | ice,glass | shaker,,,
3,"Fill a tall glass with ice.Pour, in this order, coconut rum, pineapple juice, and cranberry juice over ice",pour | fill,,,pineapple juice | cranberry juice | coconut rum | ice,glass,,,
3,"For pineapple-basil vodka, put pineapple in a 1-quart jar",,1,quart,vodka | pineapple,jar,,,basil
0,Strain into a double Old Fashioned glass over a large ice cube,strain,,cube,ice,double old fashioned glass,,,
4,Add the cherries to the mixing tin and muddle with the rum,add | muddle,,,rum,,,,cherries
0,Pour gin or vodka in a mixing glass with ice cubes and stir well,pour | stir,,cubes,vodka | gin | ice,glass,,,
3,Garnish with an Orange Twist and Maraschino Cherry on a stick,,,,,,,,maraschino cherry | orange twist
2,"Stir vigorously and let sit overnight in the refrigerator. 2nd Day Add nutmeg, coriander, star anise, cardamom, allspice berries, and cloves to the mixture",add | stir | let sit,2,cloves,cardamom | cloves | allspice | coriander,,,,star anise | nutmeg
